,DENV1_I,DENV1_II,DENV1_V,DENV2_ASIANAMERICAN,DENV2_ASIANI,DENV2_COSMOPOLITAN,DENV3_II,DENV3_III,DENV4_I,DENV4_II,DENV4_III
1989.1667,0.3847,0.0232,0.0054,0.0326,0.2766,0.0289,0.1759,0.0001,0.0074,0.0125,0.0094
1989.25,0.3843,0.0215,0.0054,0.0327,0.2805,0.0293,0.1736,0.0001,0.0078,0.0125,0.0094
1989.3333,0.3839,0.0199,0.0053,0.0329,0.2843,0.0297,0.1713,0.0001,0.0081,0.0125,0.0094
1989.4167,0.3836,0.0183,0.0053,0.033,0.2881,0.03,0.1689,0.0001,0.0085,0.0125,0.0094
1989.5,0.3834,0.0168,0.0052,0.0331,0.2919,0.0304,0.1665,0.0001,0.0088,0.0125,0.0094
1989.5833,0.3832,0.0154,0.005,0.0332,0.2956,0.0307,0.1641,0.0001,0.0092,0.0125,0.0094
1989.6667,0.3829,0.0141,0.0049,0.0333,0.2992,0.0311,0.1617,0.0001,0.0095,0.0125,0.0094
1989.75,0.3827,0.0128,0.0047,0.0333,0.3028,0.0314,0.1593,0.0001,0.0099,0.0125,0.0094
1989.8333,0.3823,0.0116,0.0046,0.0333,0.3064,0.0318,0.157,0.0001,0.0103,0.0125,0.0094
1989.9167,0.382,0.0104,0.0044,0.0334,0.31,0.0321,0.1547,0.0001,0.0106,0.0125,0.0094
1990.0,0.3813,0.0093,0.0042,0.0334,0.3139,0.0325,0.1525,0.0001,0.0109,0.0125,0.0094
1990.0833,0.3817,0.0087,0.0043,0.0315,0.3181,0.0327,0.1493,0.0001,0.012,0.0125,0.0094
1990.1667,0.3819,0.0081,0.0043,0.0295,0.3223,0.0329,0.1461,0.0001,0.0132,0.0125,0.0094
1990.25,0.3821,0.0074,0.0044,0.0276,0.3266,0.0331,0.1429,0.0001,0.0144,0.0125,0.0094
1990.3333,0.3842,0.0069,0.0044,0.0257,0.3278,0.0331,0.1406,0.0001,0.0156,0.0125,0.0094
1990.4167,0.3874,0.0064,0.0045,0.0238,0.3275,0.0328,0.1387,0.0001,0.0169,0.0125,0.0094
1990.5,0.3907,0.0059,0.0045,0.022,0.3269,0.0326,0.1367,0.0001,0.0182,0.0125,0.0094
1990.5833,0.3919,0.0055,0.0045,0.0203,0.328,0.0326,0.135,0.0001,0.0196,0.0125,0.0094
1990.6667,0.392,0.005,0.0045,0.0188,0.3299,0.0326,0.1334,0.0001,0.0211,0.0125,0.0094
1990.75,0.3899,0.0046,0.0045,0.0174,0.3334,0.0328,0.1321,0.0001,0.0227,0.0125,0.0094
1990.8333,0.3873,0.0042,0.0045,0.0161,0.3367,0.033,0.1311,0.0001,0.0244,0.0125,0.0094
1990.9167,0.3845,0.0038,0.0044,0.0148,0.3385,0.033,0.1312,0.0001,0.0266,0.0125,0.0094
1991.0,0.3806,0.0035,0.0044,0.0137,0.3412,0.0332,0.1312,0.0001,0.0288,0.0125,0.0094
1991.0833,0.3837,0.0034,0.0044,0.013,0.3425,0.0333,0.1298,0.0001,0.027,0.0125,0.0094
1991.1667,0.3869,0.0032,0.0045,0.0124,0.3438,0.0333,0.1283,0.0001,0.0252,0.0125,0.0094
1991.25,0.39,0.0031,0.0045,0.0118,0.345,0.0334,0.1269,0.0001,0.0234,0.0125,0.0094
1991.3333,0.3931,0.0029,0.0045,0.0112,0.3461,0.0334,0.1255,0.0001,0.0217,0.0125,0.0094
1991.4167,0.3961,0.0028,0.0046,0.0106,0.3471,0.0335,0.1241,0.0001,0.02,0.0125,0.0094
1991.5,0.3992,0.0026,0.0046,0.01,0.3481,0.0335,0.1227,0.0001,0.0184,0.0125,0.0094
1991.5833,0.4021,0.0025,0.0046,0.0094,0.3491,0.0335,0.1214,0.0001,0.0169,0.0125,0.0094
1991.6667,0.405,0.0023,0.0047,0.0089,0.3501,0.0336,0.1199,0.0001,0.0154,0.0125,0.0094
1991.75,0.4078,0.0022,0.0047,0.0083,0.3512,0.0336,0.1185,0.0,0.014,0.0125,0.0094
1991.8333,0.4106,0.002,0.0047,0.0078,0.3522,0.0337,0.117,0.0,0.0126,0.0125,0.0094
1991.9167,0.4132,0.0019,0.0047,0.0073,0.3531,0.0337,0.1156,0.0,0.0114,0.0125,0.0094
1992.0,0.4155,0.0017,0.0048,0.0068,0.3543,0.0338,0.1142,0.0,0.0102,0.0125,0.0094
1992.0833,0.399,0.0016,0.0046,0.0067,0.3739,0.0356,0.1118,0.0,0.01,0.0125,0.0094
1992.1667,0.3825,0.0015,0.0044,0.0065,0.3937,0.0374,0.1095,0.0,0.0097,0.0125,0.0094
1992.25,0.366,0.0014,0.0042,0.0064,0.4136,0.0393,0.107,0.0,0.0093,0.0125,0.0094
1992.3333,0.3497,0.0013,0.004,0.0062,0.4335,0.0411,0.1044,0.0,0.0089,0.0125,0.0094
1992.4167,0.3334,0.0012,0.0038,0.0059,0.4535,0.043,0.1017,0.0,0.0085,0.0125,0.0094
1992.5,0.3174,0.0011,0.0036,0.0057,0.4737,0.0448,0.0988,0.0,0.0081,0.0125,0.0094
1992.5833,0.3016,0.0011,0.0035,0.0054,0.4939,0.0467,0.0956,0.0,0.0075,0.0125,0.0094
1992.6667,0.2859,0.001,0.0033,0.0051,0.5142,0.0486,0.0923,0.0,0.007,0.0125,0.0094
1992.75,0.2705,0.0009,0.0031,0.0048,0.5344,0.0504,0.0889,0.0,0.0065,0.0125,0.0094
1992.8333,0.2552,0.0009,0.0029,0.0044,0.5546,0.0523,0.0853,0.0,0.0059,0.0125,0.0094
1992.9167,0.2401,0.0008,0.0028,0.0041,0.5746,0.0541,0.0817,0.0,0.0055,0.0125,0.0094
1993.0,0.2271,0.0007,0.0026,0.0038,0.5918,0.0557,0.0786,0.0,0.0051,0.0125,0.0094
1993.0833,0.2229,0.0007,0.0026,0.0037,0.5942,0.0559,0.0802,0.0,0.0052,0.0125,0.0094
1993.1667,0.2199,0.0007,0.0025,0.0036,0.5948,0.056,0.0823,0.0,0.0055,0.0125,0.0094
1993.25,0.2173,0.0007,0.0025,0.0035,0.5947,0.0559,0.0847,0.0,0.0057,0.0125,0.0094
1993.3333,0.2146,0.0007,0.0025,0.0035,0.5947,0.0559,0.0872,0.0,0.0059,0.0125,0.0094
1993.4167,0.2141,0.0007,0.0025,0.0034,0.5911,0.0556,0.0908,0.0,0.0062,0.0125,0.0094
1993.5,0.2131,0.0007,0.0024,0.0034,0.5906,0.0555,0.092,0.0,0.0065,0.0125,0.0094
1993.5833,0.212,0.0007,0.0024,0.0034,0.5901,0.0555,0.093,0.0,0.0069,0.0125,0.0094
1993.6667,0.2109,0.0007,0.0024,0.0034,0.5897,0.0555,0.0941,0.0,0.0072,0.0125,0.0094
1993.75,0.2099,0.0007,0.0024,0.0034,0.5892,0.0554,0.0951,0.0,0.0075,0.0125,0.0094
1993.8333,0.2088,0.0007,0.0024,0.0034,0.5888,0.0554,0.0962,0.0,0.0078,0.0125,0.0094
1993.9167,0.2114,0.0007,0.0024,0.0033,0.5827,0.0548,0.099,0.0,0.0083,0.0125,0.0094
1994.0,0.2156,0.0007,0.0025,0.0033,0.574,0.054,0.1025,0.0,0.009,0.0125,0.0094
1994.0833,0.2169,0.0007,0.0025,0.0033,0.5701,0.0536,0.1034,0.0,0.0104,0.0125,0.0094
1994.1667,0.2182,0.0007,0.0025,0.0033,0.5659,0.0532,0.1043,0.0,0.012,0.0125,0.0094
1994.25,0.2196,0.0007,0.0025,0.0032,0.5617,0.0528,0.1052,0.0,0.0137,0.0125,0.0094
1994.3333,0.2209,0.0007,0.0025,0.0032,0.5573,0.0524,0.1061,0.0,0.0155,0.0125,0.0094
1994.4167,0.2223,0.0007,0.0025,0.0032,0.5528,0.052,0.1071,0.0,0.0173,0.0125,0.0094
1994.5,0.2235,0.0007,0.0026,0.0032,0.5481,0.0516,0.1082,0.0,0.0193,0.0125,0.0094
1994.5833,0.2247,0.0007,0.0026,0.0031,0.5434,0.0511,0.1092,0.0,0.0214,0.0125,0.0094
1994.6667,0.2259,0.0007,0.0026,0.0031,0.5386,0.0507,0.1102,0.0,0.0236,0.0125,0.0094
1994.75,0.2274,0.0007,0.0026,0.0031,0.5331,0.0501,0.1114,0.0,0.0261,0.0125,0.0094
1994.8333,0.2303,0.0007,0.0026,0.003,0.5251,0.0494,0.1132,0.0,0.0288,0.0125,0.0094
1994.9167,0.2331,0.0008,0.0027,0.003,0.517,0.0486,0.115,0.0,0.0316,0.0125,0.0094
1995.0,0.2375,0.0008,0.0027,0.0029,0.5061,0.0476,0.1176,0.0,0.0348,0.0125,0.0094
1995.0833,0.2477,0.0008,0.0028,0.0028,0.4926,0.0463,0.1204,0.0,0.0351,0.0125,0.0094
1995.1667,0.2548,0.0008,0.0029,0.0028,0.4823,0.0454,0.1228,0.0,0.0356,0.0125,0.0094
1995.25,0.2621,0.0009,0.003,0.0027,0.4712,0.0443,0.1255,0.0,0.0364,0.0125,0.0094
1995.3333,0.2698,0.0009,0.0031,0.0026,0.459,0.0432,0.1287,0.0,0.0374,0.0125,0.0094
1995.4167,0.2744,0.0009,0.0031,0.0026,0.4497,0.0423,0.1317,0.0,0.0387,0.0125,0.0094
1995.5,0.2792,0.0009,0.0032,0.0025,0.4405,0.0414,0.1346,0.0,0.0399,0.0125,0.0094
1995.5833,0.2817,0.0009,0.0032,0.0025,0.4335,0.0408,0.1374,0.0,0.0412,0.0125,0.0094
1995.6667,0.2828,0.0009,0.0032,0.0025,0.4279,0.0402,0.14,0.0,0.0427,0.0125,0.0094
1995.75,0.2839,0.0009,0.0033,0.0024,0.4222,0.0397,0.1427,0.0,0.0443,0.0125,0.0093
1995.8333,0.2848,0.0009,0.0033,0.0024,0.4166,0.0392,0.1454,0.0,0.046,0.0125,0.0093
1995.9167,0.2854,0.0009,0.0033,0.0024,0.4142,0.039,0.1446,0.0,0.0481,0.0124,0.0093
1996.0,0.2862,0.0009,0.0033,0.0024,0.4121,0.0388,0.1439,0.0,0.0499,0.0124,0.0093
1996.0833,0.285,0.0009,0.0033,0.0024,0.4187,0.0394,0.1412,0.0,0.0475,0.0126,0.0095
1996.1667,0.2848,0.0009,0.0033,0.0024,0.4234,0.0398,0.139,0.0,0.0455,0.0128,0.0096
1996.25,0.2851,0.0009,0.0033,0.0025,0.4271,0.0402,0.1372,0.0,0.0435,0.013,0.0098
1996.3333,0.287,0.0009,0.0033,0.0025,0.4278,0.0402,0.1364,0.0,0.0418,0.0132,0.0099
1996.4167,0.291,0.0009,0.0033,0.0024,0.4249,0.04,0.1366,0.0,0.0405,0.0134,0.0101
1996.5,0.295,0.001,0.0034,0.0024,0.4221,0.0397,0.1367,0.0,0.0391,0.0136,0.0102
1996.5833,0.2991,0.001,0.0034,0.0024,0.4192,0.0394,0.1368,0.0,0.0379,0.0139,0.0104
1996.6667,0.3033,0.001,0.0035,0.0024,0.4162,0.0391,0.1369,0.0,0.0367,0.0141,0.0106
1996.75,0.3091,0.001,0.0035,0.0024,0.4104,0.0386,0.1377,0.0,0.0357,0.0143,0.0107
1996.8333,0.3175,0.001,0.0036,0.0023,0.4002,0.0376,0.1396,0.0,0.0353,0.0145,0.0109
1996.9167,0.3266,0.0011,0.0037,0.0022,0.3889,0.0366,0.1419,0.0,0.0349,0.0147,0.011
1997.0,0.3378,0.0011,0.0039,0.0022,0.3744,0.0352,0.145,0.0,0.0347,0.0149,0.0112
1997.0833,0.3495,0.0011,0.004,0.002,0.3556,0.0334,0.1467,0.0,0.0388,0.0151,0.0113
1997.1667,0.3624,0.0012,0.0042,0.0019,0.3343,0.0314,0.1491,0.0,0.0434,0.0153,0.0115
1997.25,0.3687,0.0012,0.0042,0.0018,0.3175,0.0299,0.1523,0.0,0.0489,0.0155,0.0117
1997.3333,0.3746,0.0012,0.0043,0.0017,0.3009,0.0283,0.1553,0.0,0.0548,0.0157,0.0118
1997.4167,0.3799,0.0012,0.0044,0.0016,0.2844,0.0268,0.158,0.0,0.0611,0.016,0.012
1997.5,0.3849,0.0012,0.0044,0.0015,0.2681,0.0252,0.1605,0.0,0.0677,0.0162,0.0121
1997.5833,0.3894,0.0013,0.0045,0.0014,0.2522,0.0237,0.163,0.0,0.0743,0.0164,0.0123
1997.6667,0.3935,0.0013,0.0045,0.0014,0.2365,0.0222,0.1653,0.0,0.0812,0.0166,0.0124
1997.75,0.3969,0.0013,0.0046,0.0013,0.2211,0.0208,0.1674,0.0,0.0885,0.0168,0.0126
1997.8333,0.3997,0.0013,0.0046,0.0012,0.206,0.0194,0.1694,0.0,0.096,0.017,0.0127
1997.9167,0.4017,0.0013,0.0046,0.0011,0.1913,0.018,0.1712,0.0,0.104,0.0172,0.0129
1998.0,0.4046,0.0013,0.0046,0.001,0.1788,0.0168,0.1742,0.0,0.1092,0.0171,0.0128
1998.0833,0.3956,0.0013,0.0045,0.001,0.1751,0.0165,0.1807,0.0,0.115,0.0166,0.0125
1998.1667,0.3871,0.0013,0.0044,0.001,0.1733,0.0163,0.1858,0.0,0.1202,0.0162,0.0121
1998.25,0.3806,0.0012,0.0044,0.001,0.1725,0.0162,0.1919,0.0,0.1219,0.0159,0.0119
1998.3333,0.3741,0.0012,0.0043,0.001,0.1717,0.0162,0.1981,0.0,0.1234,0.0155,0.0116
1998.4167,0.3699,0.0012,0.0042,0.001,0.1724,0.0162,0.2059,0.0,0.1203,0.0153,0.0115
1998.5,0.3641,0.0012,0.0042,0.001,0.1749,0.0165,0.2128,0.0001,0.1175,0.0151,0.0113
1998.5833,0.3591,0.0012,0.0041,0.001,0.1779,0.0167,0.218,0.0001,0.1153,0.0149,0.0112
1998.6667,0.3541,0.0011,0.0041,0.001,0.1808,0.017,0.223,0.0001,0.1132,0.0147,0.011
1998.75,0.35,0.0011,0.004,0.0011,0.1844,0.0173,0.2259,0.0001,0.1116,0.0145,0.0109
1998.8333,0.3498,0.0011,0.004,0.0011,0.1907,0.0179,0.2249,0.0001,0.1085,0.014,0.0105
1998.9167,0.3518,0.0011,0.004,0.0011,0.1985,0.0187,0.2252,0.0001,0.1012,0.0135,0.0101
1999.0,0.3554,0.0012,0.0041,0.0012,0.2075,0.0195,0.2264,0.0001,0.0903,0.013,0.0098
1999.0833,0.3482,0.0011,0.004,0.0012,0.2113,0.0199,0.2259,0.0001,0.0947,0.0126,0.0094
1999.1667,0.3424,0.0011,0.0039,0.0012,0.2122,0.02,0.2263,0.0001,0.0996,0.0121,0.0091
1999.25,0.3376,0.0011,0.0039,0.0012,0.2108,0.0198,0.2273,0.0001,0.1049,0.0117,0.0088
1999.3333,0.3328,0.0011,0.0038,0.0012,0.2095,0.0197,0.2283,0.0001,0.1105,0.0113,0.0085
1999.4167,0.3278,0.0011,0.0038,0.0012,0.2081,0.0196,0.2292,0.0001,0.1163,0.0108,0.0081
1999.5,0.323,0.001,0.0037,0.0012,0.2071,0.0195,0.2292,0.0001,0.1227,0.0104,0.0078
1999.5833,0.3191,0.001,0.0037,0.0012,0.2072,0.0195,0.2266,0.0001,0.1297,0.01,0.0075
1999.6667,0.3121,0.001,0.0036,0.0012,0.2087,0.0196,0.2248,0.0001,0.1376,0.0096,0.0072
1999.75,0.3049,0.001,0.0035,0.0012,0.2101,0.0198,0.2231,0.0001,0.1459,0.0092,0.0069
1999.8333,0.2979,0.001,0.0034,0.0012,0.2115,0.0199,0.2213,0.0001,0.1541,0.0088,0.0066
1999.9167,0.2925,0.0009,0.0034,0.0012,0.2089,0.0197,0.2207,0.0001,0.1634,0.0084,0.0063
2000.0,0.2876,0.0009,0.0033,0.0012,0.2051,0.0193,0.2206,0.0001,0.173,0.008,0.006
2000.0833,0.2859,0.0009,0.0033,0.0012,0.206,0.0194,0.2166,0.0001,0.1783,0.0079,0.0059
2000.1667,0.2843,0.0009,0.0033,0.0012,0.2073,0.0195,0.2121,0.0001,0.1838,0.0077,0.0058
2000.25,0.2831,0.0009,0.0032,0.0012,0.2095,0.0197,0.205,0.0001,0.1905,0.0076,0.0057
2000.3333,0.2831,0.0009,0.0032,0.0012,0.2126,0.02,0.1989,0.0001,0.1941,0.0074,0.0056
2000.4167,0.2864,0.0009,0.0033,0.0013,0.2184,0.0205,0.1952,0.0001,0.1894,0.0074,0.0056
2000.5,0.2895,0.0009,0.0033,0.0013,0.2241,0.0211,0.1913,0.0001,0.1848,0.0074,0.0055
2000.5833,0.2903,0.0009,0.0033,0.0013,0.2309,0.0217,0.1873,0.0001,0.1818,0.0074,0.0055
2000.6667,0.287,0.0009,0.0033,0.0014,0.2408,0.0226,0.1809,0.0001,0.182,0.0073,0.0055
2000.75,0.2853,0.0009,0.0033,0.0015,0.2532,0.0238,0.1761,0.0001,0.1764,0.0074,0.0055
2000.8333,0.283,0.0009,0.0032,0.0015,0.2693,0.0253,0.173,0.0001,0.166,0.0075,0.0056
2000.9167,0.2804,0.0009,0.0032,0.0016,0.2858,0.0269,0.1698,0.0001,0.1556,0.0076,0.0057
2001.0,0.2775,0.0009,0.0032,0.0017,0.3028,0.0285,0.1664,0.0001,0.1453,0.0077,0.0058
2001.0833,0.27,0.0009,0.0031,0.0019,0.3287,0.0309,0.1611,0.0001,0.1339,0.0074,0.0055
2001.1667,0.264,0.0009,0.003,0.002,0.3504,0.033,0.1567,0.0001,0.124,0.007,0.0053
2001.25,0.2598,0.0008,0.003,0.0021,0.367,0.0345,0.1535,0.0001,0.116,0.0067,0.0051
2001.3333,0.2563,0.0008,0.0029,0.0022,0.3817,0.0359,0.1506,0.0001,0.1086,0.0064,0.0048
2001.4167,0.2529,0.0008,0.0029,0.0023,0.3958,0.0372,0.1479,0.0001,0.1016,0.0062,0.0046
2001.5,0.2527,0.0008,0.0029,0.0023,0.4013,0.0377,0.1478,0.0001,0.0971,0.0059,0.0044
2001.5833,0.2523,0.0008,0.0029,0.0023,0.4037,0.038,0.1489,0.0001,0.0944,0.0056,0.0042
2001.6667,0.257,0.0008,0.0029,0.0023,0.393,0.037,0.1542,0.0001,0.0952,0.0053,0.004
2001.75,0.2603,0.0008,0.003,0.0022,0.3832,0.036,0.1598,0.0002,0.0964,0.005,0.0038
2001.8333,0.2681,0.0009,0.0031,0.0021,0.3639,0.0342,0.1682,0.0002,0.0993,0.0047,0.0036
2001.9167,0.2769,0.0009,0.0032,0.002,0.3421,0.0322,0.1775,0.0002,0.103,0.0045,0.0034
2002.0,0.287,0.0009,0.0033,0.0018,0.317,0.0298,0.188,0.0002,0.1075,0.0043,0.0032
2002.0833,0.2914,0.0009,0.0033,0.0017,0.2934,0.0276,0.1974,0.0002,0.1175,0.004,0.003
2002.1667,0.2953,0.001,0.0034,0.0016,0.2717,0.0256,0.2043,0.0002,0.1287,0.0038,0.0028
2002.25,0.2999,0.001,0.0034,0.0015,0.2536,0.0239,0.2052,0.0002,0.1423,0.0035,0.0027
2002.3333,0.3041,0.001,0.0035,0.0014,0.2366,0.0223,0.2044,0.0002,0.1569,0.0033,0.0025
2002.4167,0.3097,0.001,0.0036,0.0013,0.2214,0.0208,0.2045,0.0002,0.1674,0.0031,0.0023
2002.5,0.3132,0.001,0.0036,0.0012,0.2089,0.0196,0.2037,0.0002,0.1782,0.0029,0.0022
2002.5833,0.3159,0.001,0.0036,0.0011,0.1979,0.0186,0.2011,0.0002,0.1904,0.0027,0.002
2002.6667,0.3137,0.001,0.0036,0.0011,0.1889,0.0178,0.1991,0.0002,0.2051,0.0025,0.0019
2002.75,0.3098,0.001,0.0036,0.001,0.1806,0.017,0.197,0.0002,0.221,0.0024,0.0018
2002.8333,0.3056,0.001,0.0035,0.001,0.1725,0.0162,0.1947,0.0002,0.2374,0.0022,0.0016
2002.9167,0.2996,0.001,0.0034,0.001,0.1657,0.0156,0.19,0.0002,0.2569,0.002,0.0015
2003.0,0.2922,0.0009,0.0034,0.0009,0.1599,0.015,0.1845,0.0002,0.2779,0.0018,0.0014
2003.0833,0.2873,0.0009,0.0033,0.0009,0.1613,0.0152,0.1832,0.0002,0.2835,0.0018,0.0013
2003.1667,0.2831,0.0009,0.0032,0.0009,0.163,0.0153,0.1823,0.0003,0.2875,0.0017,0.0013
2003.25,0.281,0.0009,0.0032,0.001,0.166,0.0156,0.1827,0.0003,0.2864,0.0016,0.0012
2003.3333,0.2781,0.0009,0.0032,0.001,0.1694,0.0159,0.1834,0.0003,0.2854,0.0016,0.0012
2003.4167,0.2739,0.0009,0.0031,0.001,0.1738,0.0163,0.185,0.0003,0.2836,0.0016,0.0012
2003.5,0.2689,0.0009,0.0031,0.001,0.1796,0.0169,0.1875,0.0003,0.2801,0.0015,0.0011
2003.5833,0.2628,0.0009,0.003,0.0011,0.1859,0.0175,0.1902,0.0003,0.277,0.0015,0.0011
2003.6667,0.2566,0.0008,0.0029,0.0011,0.1922,0.0181,0.1927,0.0003,0.2742,0.0015,0.0011
2003.75,0.2522,0.0008,0.0029,0.0011,0.2,0.0188,0.1964,0.0004,0.2665,0.0015,0.0011
2003.8333,0.2479,0.0008,0.0028,0.0012,0.208,0.0196,0.2003,0.0004,0.2582,0.0014,0.0011
2003.9167,0.2445,0.0008,0.0028,0.0012,0.2117,0.0199,0.2053,0.0004,0.2523,0.0014,0.0011
2004.0,0.2408,0.0008,0.0028,0.0012,0.2151,0.0202,0.2106,0.0004,0.2466,0.0014,0.0011
2004.0833,0.2388,0.0008,0.0027,0.0013,0.2176,0.0205,0.2134,0.0004,0.2428,0.0014,0.0011
2004.1667,0.2383,0.0008,0.0027,0.0013,0.2187,0.0206,0.2119,0.0005,0.2438,0.0015,0.0011
2004.25,0.2381,0.0008,0.0027,0.0013,0.2207,0.0208,0.2082,0.0005,0.246,0.0015,0.0011
2004.3333,0.2373,0.0008,0.0027,0.0013,0.224,0.0211,0.2054,0.0005,0.2464,0.0015,0.0011
2004.4167,0.2357,0.0008,0.0027,0.0013,0.229,0.0215,0.2036,0.0005,0.2447,0.0015,0.0011
2004.5,0.2342,0.0008,0.0027,0.0013,0.234,0.022,0.2019,0.0006,0.2428,0.0015,0.0012
2004.5833,0.2327,0.0008,0.0027,0.0014,0.2391,0.0225,0.2002,0.0006,0.2408,0.0016,0.0012
2004.6667,0.2301,0.0007,0.0026,0.0014,0.2447,0.023,0.1984,0.0006,0.2395,0.0016,0.0012
2004.75,0.2251,0.0007,0.0026,0.0014,0.2513,0.0236,0.1968,0.0006,0.2396,0.0016,0.0012
2004.8333,0.2199,0.0007,0.0025,0.0015,0.256,0.0241,0.1949,0.0007,0.2422,0.0016,0.0012
2004.9167,0.2138,0.0007,0.0025,0.0015,0.2586,0.0243,0.1919,0.0007,0.2492,0.0017,0.0012
2005.0,0.2091,0.0007,0.0024,0.0015,0.2575,0.0242,0.1873,0.0007,0.2602,0.0017,0.0013
2005.0833,0.2109,0.0007,0.0024,0.0014,0.2426,0.0228,0.1845,0.0007,0.2768,0.0017,0.0013
2005.1667,0.2128,0.0007,0.0024,0.0013,0.2287,0.0215,0.1818,0.0008,0.2921,0.0017,0.0013
2005.25,0.2156,0.0007,0.0025,0.0012,0.2164,0.0204,0.1799,0.0008,0.3037,0.0018,0.0013
2005.3333,0.2198,0.0007,0.0025,0.0012,0.2061,0.0194,0.1794,0.0009,0.31,0.0018,0.0014
2005.4167,0.2219,0.0007,0.0025,0.0011,0.1968,0.0185,0.1788,0.0009,0.3176,0.0019,0.0014
2005.5,0.2243,0.0007,0.0026,0.0011,0.1894,0.0178,0.1794,0.001,0.3213,0.002,0.0015
2005.5833,0.2254,0.0007,0.0026,0.001,0.1826,0.0172,0.1802,0.001,0.3256,0.0021,0.0015
2005.6667,0.2264,0.0007,0.0026,0.001,0.1779,0.0167,0.1825,0.0011,0.326,0.0022,0.0016
2005.75,0.229,0.0007,0.0026,0.001,0.1747,0.0164,0.1863,0.0012,0.3211,0.0023,0.0017
2005.8333,0.2317,0.0008,0.0027,0.001,0.1715,0.0161,0.1902,0.0013,0.316,0.0024,0.0018
2005.9167,0.2359,0.0008,0.0027,0.0009,0.165,0.0155,0.1954,0.0014,0.3114,0.0025,0.0019
2006.0,0.2399,0.0008,0.0028,0.0009,0.1591,0.015,0.2024,0.0015,0.3041,0.0027,0.002
2006.0833,0.2459,0.0008,0.0028,0.0009,0.1538,0.0145,0.2059,0.0017,0.2989,0.0029,0.0022
2006.1667,0.2525,0.0008,0.0029,0.0009,0.1489,0.014,0.2099,0.0018,0.292,0.0031,0.0023
2006.25,0.2599,0.0008,0.003,0.0008,0.1446,0.0136,0.2104,0.0019,0.2874,0.0034,0.0025
2006.3333,0.2674,0.0009,0.0031,0.0008,0.1403,0.0132,0.2107,0.002,0.283,0.0036,0.0027
2006.4167,0.276,0.0009,0.0032,0.0008,0.1367,0.0129,0.2089,0.0021,0.2794,0.0038,0.0028
2006.5,0.2869,0.0009,0.0033,0.0008,0.1342,0.0126,0.2071,0.0021,0.2738,0.0036,0.0027
2006.5833,0.2989,0.001,0.0034,0.0008,0.1327,0.0125,0.1995,0.0021,0.272,0.0034,0.0025
2006.6667,0.3115,0.001,0.0036,0.0008,0.1316,0.0124,0.1897,0.0021,0.2715,0.0032,0.0024
2006.75,0.3261,0.0011,0.0037,0.0008,0.1313,0.0124,0.1778,0.0021,0.27,0.003,0.0023
2006.8333,0.3425,0.0011,0.0039,0.0008,0.1318,0.0124,0.1655,0.0021,0.2662,0.0029,0.0022
2006.9167,0.359,0.0012,0.0041,0.0008,0.1323,0.0124,0.1533,0.002,0.2624,0.0027,0.002
2007.0,0.3758,0.0012,0.0043,0.0008,0.1332,0.0125,0.1413,0.002,0.2573,0.0026,0.0019
2007.0833,0.3904,0.0013,0.0045,0.0008,0.1369,0.0129,0.1379,0.002,0.2412,0.0026,0.0019
2007.1667,0.4053,0.0013,0.0046,0.0008,0.1407,0.0132,0.1342,0.002,0.2251,0.0026,0.0019
2007.25,0.4201,0.0014,0.0048,0.0008,0.1443,0.0136,0.1301,0.0021,0.2097,0.0025,0.0019
2007.3333,0.4349,0.0014,0.005,0.0009,0.1479,0.0139,0.1259,0.0021,0.1944,0.0025,0.0019
2007.4167,0.4463,0.0014,0.0051,0.0009,0.1526,0.0144,0.1222,0.0021,0.1811,0.0025,0.0019
2007.5,0.4549,0.0015,0.0052,0.0009,0.1582,0.0149,0.1188,0.0021,0.1695,0.0025,0.0019
2007.5833,0.462,0.0015,0.0053,0.0009,0.1644,0.0155,0.1155,0.0022,0.1586,0.0025,0.0019
2007.6667,0.4629,0.0015,0.0053,0.001,0.1727,0.0162,0.1133,0.0022,0.151,0.0024,0.0018
2007.75,0.4604,0.0015,0.0053,0.001,0.1823,0.0171,0.1115,0.0022,0.1449,0.0024,0.0018
2007.8333,0.4563,0.0015,0.0052,0.0011,0.1928,0.0181,0.1098,0.0023,0.1395,0.0024,0.0018
2007.9167,0.452,0.0015,0.0052,0.0012,0.2035,0.0191,0.108,0.0024,0.1343,0.0024,0.0018
2008.0,0.448,0.0015,0.0051,0.0012,0.2137,0.0201,0.1065,0.0024,0.129,0.0023,0.0018
2008.0833,0.4538,0.0015,0.0052,0.0012,0.2167,0.0204,0.1029,0.0024,0.1251,0.0024,0.0018
2008.1667,0.4596,0.0015,0.0053,0.0013,0.2196,0.0207,0.0992,0.0024,0.1213,0.0024,0.0018
2008.25,0.4653,0.0015,0.0053,0.0013,0.2224,0.0209,0.0954,0.0024,0.1176,0.0024,0.0018
2008.3333,0.4691,0.0015,0.0054,0.0013,0.2263,0.0213,0.092,0.0024,0.1144,0.0024,0.0018
2008.4167,0.4751,0.0015,0.0055,0.0013,0.2291,0.0215,0.0894,0.0024,0.109,0.0024,0.0018
2008.5,0.4854,0.0016,0.0056,0.0013,0.2305,0.0217,0.0874,0.0024,0.0996,0.0024,0.0018
2008.5833,0.4956,0.0016,0.0057,0.0013,0.2318,0.0218,0.0853,0.0024,0.0906,0.0025,0.0018
